,version,id,key,name,title,blurb,image,partype,attack,defense,magic,difficulty,tag1,tag2,hp,hpperlevel,mp,mpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,mpregen,mpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed
47,9.2.1,Kaisa,145,Kai'Sa,Daughter of the Void,"Claimed by the Void when she was only a child, Kai'Sa managed to survive through sheer tenacity and strength of will. Her experiences have made her a deadly hunter and, to some, the harbinger of a future they would rather not live to see. Having entered...","{'full': 'Kaisa.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 336, 'y': 48, 'w': 48, 'h': 48}",Mana,8,5,3,6,Marksman,,571.0,86.0,344.88,38.0,335.0,28.0,3.0,30.0,0.5,525.0,3.5,0.55,8.2,0.45,0.0,0.0,59.0,1.7,1.8,0.644
48,9.2.1,Kalista,429,Kalista,the Spear of Vengeance,"A specter of wrath and retribution, Kalista is the undying spirit of vengeance, an armored nightmare summoned from the Shadow Isles to hunt deceivers and traitors. The betrayed may cry out in blood to be avenged, but Kalista only answers those willing...","{'full': 'Kalista.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 384, 'y': 48, 'w': 48, 'h': 48}",Mana,8,2,4,7,Marksman,,534.0,89.0,231.8,35.0,325.0,23.0,3.5,30.0,0.5,525.0,3.75,0.55,6.3,0.4,0.0,0.0,67.0,4.0,4.0,0.694
49,9.2.1,Karma,43,Karma,the Enlightened One,"No mortal exemplifies the spiritual traditions of Ionia more than Karma. She is the living embodiment of an ancient soul reincarnated countless times, carrying all her accumulated memories into each new life, and blessed with power that few can...","{'full': 'Karma.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 432, 'y': 48, 'w': 48, 'h': 48}",Mana,1,7,8,5,Mage,Support,534.0,95.0,374.0,50.0,335.0,26.0,3.8,30.0,0.5,525.0,5.5,0.55,11.5,0.5,0.0,0.0,53.544,3.3,2.3,0.625
50,9.2.1,Karthus,30,Karthus,the Deathsinger,"The harbinger of oblivion, Karthus is an undying spirit whose haunting songs are a prelude to the horror of his nightmarish appearance. The living fear the eternity of undeath, but Karthus sees only beauty and purity in its embrace, a perfect union of...","{'full': 'Karthus.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 0, 'y': 96, 'w': 48, 'h': 48}",Mana,2,2,10,7,Mage,,528.0,87.0,467.0,30.5,335.0,20.88,3.5,30.0,0.5,450.0,6.5,0.55,8.0,0.8,0.0,0.0,45.66,3.25,2.11,0.625
51,9.2.1,Kassadin,38,Kassadin,the Void Walker,"Cutting a burning swath through the darkest places of the world, Kassadin knows his days are numbered. A widely traveled Shuriman guide and adventurer, he had chosen to raise a family among the peaceful southern tribes—until the day his village was...","{'full': 'Kassadin.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 48, 'y': 96, 'w': 48, 'h': 48}",Mana,3,5,8,8,Assassin,Mage,576.0,90.0,397.6,67.0,340.0,19.0,2.8,30.0,0.5,150.0,6.0,0.5,6.0,0.8,0.0,0.0,58.852,3.9,3.7,0.64
52,9.2.1,Katarina,55,Katarina,the Sinister Blade,"Decisive in judgment and lethal in combat, Katarina is a Noxian assassin of the highest caliber. Eldest daughter to the legendary General Du Couteau, she made her talents known with swift kills against unsuspecting enemies. Her fiery ambition has driven...","{'full': 'Katarina.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 96, 'y': 96, 'w': 48, 'h': 48}",None,4,3,9,8,Assassin,Mage,602.0,94.0,0.0,0.0,340.0,27.88,3.5,32.1,1.25,125.0,7.5,0.7,0.0,0.0,0.0,0.0,58.0,3.2,2.74,0.658
53,9.2.1,Kayle,10,Kayle,The Judicator,"A great hero and the strongest among her kind, Kayle is an angelic warrior dedicated to purging those beyond redemption. After conflict divided her people, she took up her enchanted armor and flaming sword in the name of order, disowning her very flesh...","{'full': 'Kayle.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 144, 'y': 96, 'w': 48, 'h': 48}",Mana,6,6,7,7,Fighter,Support,586.0,105.0,375.0,25.0,335.0,26.88,3.5,30.0,0.5,125.0,8.5,0.75,8.0,0.8,0.0,0.0,51.0,2.2,2.2,0.702
54,9.2.1,Kayn,141,Kayn,the Shadow Reaper,"A peerless practitioner of lethal shadow magic, Shieda Kayn battles to achieve his true destiny—to one day lead the Order of Shadow into a new era of Ionian supremacy. He wields the sentient darkin weapon Rhaast, undeterred by its creeping corruption of...","{'full': 'Kayn.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 192, 'y': 96, 'w': 48, 'h': 48}",Mana,10,6,1,8,Fighter,Assassin,585.0,85.0,410.0,50.0,340.0,38.0,3.3,32.1,1.25,175.0,8.0,0.75,11.5,0.95,0.0,0.0,68.0,3.3,2.7,0.669
55,9.2.1,Kennen,85,Kennen,the Heart of the Tempest,"More than just the lightning-quick enforcer of Ionian balance, Kennen is the only yordle member of the Kinkou. Despite his small, furry stature, he is eager to take on any threat with a whirling storm of shuriken and boundless enthusiasm. Alongside his...","{'full': 'Kennen.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 240, 'y': 96, 'w': 48, 'h': 48}",Energy,6,4,7,4,Mage,Marksman,541.0,84.0,200.0,0.0,335.0,29.0,3.75,30.0,0.5,550.0,5.5,0.65,50.0,0.0,0.0,0.0,50.544,3.3,3.4,0.69
56,9.2.1,Khazix,121,Kha'Zix,the Voidreaver,"The Void grows, and the Void adapts—in none of its myriad spawn are these truths more apparent than Kha'Zix. Evolution drives the core of this mutating horror, born to survive and to slay the strong. Where it struggles to do so, it grows new, more...","{'full': 'Khazix.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 288, 'y': 96, 'w': 48, 'h': 48}",Mana,9,4,3,6,Assassin,Fighter,572.8,85.0,327.2,40.0,350.0,36.0,3.0,32.1,1.25,125.0,7.5,0.75,7.59,0.5,0.0,0.0,63.0,3.1,2.7,0.668
57,9.2.1,Kindred,203,Kindred,The Eternal Hunters,"Separate, but never parted, Kindred represents the twin essences of death. Lamb's bow offers a swift release from the mortal realm for those who accept their fate. Wolf hunts down those who run from their end, delivering violent finality within his...","{'full': 'Kindred.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 336, 'y': 96, 'w': 48, 'h': 48}",Mana,8,2,2,4,Marksman,,540.0,85.0,300.0,35.0,325.0,29.0,3.5,30.0,0.5,500.0,7.0,0.55,6.972,0.4,0.0,0.0,65.0,2.26,3.5,0.625
58,9.2.1,Kled,240,Kled,the Cantankerous Cavalier,"A warrior as fearless as he is ornery, the yordle Kled embodies the furious bravado of Noxus. He is an icon beloved by the empire's soldiers, distrusted by its officers, and loathed by the nobility. Many claim Kled has fought in every campaign the...","{'full': 'Kled.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 384, 'y': 96, 'w': 48, 'h': 48}",Courage,8,2,2,7,Fighter,Tank,340.0,70.0,100.0,0.0,345.0,35.0,4.0,32.1,1.25,125.0,6.0,0.75,0.0,0.0,0.0,0.0,65.0,3.5,3.5,0.625
59,9.2.1,KogMaw,96,Kog'Maw,the Mouth of the Abyss,"Belched forth from a rotting Void incursion deep in the wastelands of Icathia, Kog'Maw is an inquisitive yet putrid creature with a caustic, gaping mouth. This particular Void-spawn needs to gnaw and drool on anything within reach to truly understand it...","{'full': 'KogMaw.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 432, 'y': 96, 'w': 48, 'h': 48}",Mana,8,2,5,6,Marksman,Mage,534.0,88.0,322.2,40.0,330.0,24.0,3.5,30.0,0.5,500.0,3.75,0.55,8.676,0.7,0.0,0.0,61.0,3.11,2.65,0.665
60,9.2.1,Leblanc,7,LeBlanc,the Deceiver,"Mysterious even to other members of the Black Rose cabal, LeBlanc is but one of many names for a pale woman who has manipulated people and events since the earliest days of Noxus. Using her magic to mirror herself, the sorceress can appear to anyone...","{'full': 'Leblanc.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 0, 'y': 0, 'w': 48, 'h': 48}",Mana,1,4,10,9,Assassin,Mage,528.0,92.0,334.0,50.0,340.0,21.88,3.5,30.0,0.5,525.0,7.5,0.55,6.0,0.8,0.0,0.0,54.88,3.5,1.4,0.625
61,9.2.1,LeeSin,64,Lee Sin,the Blind Monk,"A master of Ionia's ancient martial arts, Lee Sin is a principled fighter who channels the essence of the dragon spirit to face any challenge. Though he lost his sight many years ago, the warrior-monk has devoted his life to protecting his homeland...","{'full': 'LeeSin.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 48, 'y': 0, 'w': 48, 'h': 48}",Energy,8,5,3,6,Fighter,Assassin,570.8,85.0,200.0,0.0,345.0,33.0,3.7,32.1,1.25,125.0,7.5,0.7,50.0,0.0,0.0,0.0,69.18,3.2,3.0,0.651
62,9.2.1,Leona,89,Leona,the Radiant Dawn,"Imbued with the fire of the sun, Leona is a holy warrior of the Solari who defends Mount Targon with her Zenith Blade and the Shield of Daybreak. Her skin shimmers with starfire while her eyes burn with the power of the celestial Aspect within her...","{'full': 'Leona.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 96, 'y': 0, 'w': 48, 'h': 48}",Mana,4,8,3,4,Tank,Support,576.16,87.0,302.2,40.0,335.0,47.0,3.6,32.1,1.25,125.0,8.5,0.85,6.0,0.8,0.0,0.0,60.04,3.0,2.9,0.625
63,9.2.1,Lissandra,127,Lissandra,the Ice Witch,"Lissandra's magic twists the pure power of ice into something dark and terrible. With the force of her black ice, she does more than freeze—she impales and crushes those who oppose her. To the terrified denizens of the north, she is known only as ''The...","{'full': 'Lissandra.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 144, 'y': 0, 'w': 48, 'h': 48}",Mana,2,5,8,6,Mage,,518.0,87.0,475.0,30.0,325.0,20.216,3.7,30.0,0.5,550.0,7.0,0.55,8.0,0.4,0.0,0.0,53.0,2.7,1.36,0.656
64,9.2.1,Lucian,236,Lucian,the Purifier,"Once a Sentinel of Light, Lucian is a grim hunter of undying spirits, pursuing them relentlessly and annihilating them with his twin relic pistols. Consumed by the need to avenge his dead wife, he will not rest until Thresh, the specter who holds her...","{'full': 'Lucian.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 192, 'y': 0, 'w': 48, 'h': 48}",Mana,8,5,3,6,Marksman,,571.0,86.0,348.88,38.0,335.0,28.0,3.0,30.0,0.5,500.0,3.75,0.65,8.176,0.7,0.0,0.0,61.0,2.75,3.3,0.638
65,9.2.1,Lulu,117,Lulu,the Fae Sorceress,"The yordle mage Lulu is known for conjuring dreamlike illusions and fanciful creatures as she roams Runeterra with her fairy companion Pix. Lulu shapes reality on a whim, warping the fabric of the world, and what she views as the constraints of this...","{'full': 'Lulu.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 240, 'y': 0, 'w': 48, 'h': 48}",Mana,4,5,7,5,Support,Mage,525.0,74.0,350.0,55.0,330.0,28.22,3.7,30.0,0.5,550.0,6.0,0.6,11.0,0.6,0.0,0.0,46.368,2.6,2.25,0.625
66,9.2.1,Lux,99,Lux,the Lady of Luminosity,"Luxanna Crownguard hails from Demacia, an insular realm where magical abilities are viewed with fear and suspicion. Able to bend light to her will, she grew up dreading discovery and exile, and was forced to keep her power secret, in order to preserve...","{'full': 'Lux.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 288, 'y': 0, 'w': 48, 'h': 48}",Mana,2,4,9,5,Mage,Support,490.0,85.0,480.0,23.5,330.0,18.72,4.0,30.0,0.5,550.0,5.5,0.55,8.0,0.8,0.0,0.0,53.54,3.3,1.0,0.669
67,9.2.1,Malphite,54,Malphite,Shard of the Monolith,"A massive creature of living stone, Malphite struggles to impose blessed order on a chaotic world. Birthed as a servitor-shard to an otherworldly obelisk known as the Monolith, he used his tremendous elemental strength to maintain and protect his...","{'full': 'Malphite.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 336, 'y': 0, 'w': 48, 'h': 48}",Mana,5,9,7,2,Tank,Fighter,574.2,90.0,282.2,40.0,335.0,37.0,3.75,32.1,1.25,125.0,7.0,0.55,7.324,0.55,0.0,0.0,61.97,4.0,3.4,0.736
68,9.2.1,Malzahar,90,Malzahar,the Prophet of the Void,"A zealous seer dedicated to the unification of all life, Malzahar truly believes the newly emergent Void to be the path to Runeterra's salvation. In the desert wastes of Shurima, he followed the voices that whispered in his mind, all the way to ancient...","{'full': 'Malzahar.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 384, 'y': 0, 'w': 48, 'h': 48}",Mana,2,2,9,6,Mage,Assassin,537.0,87.0,375.0,27.5,335.0,18.0,3.5,30.0,0.5,500.0,6.0,0.6,8.0,0.8,0.0,0.0,55.0,3.0,1.5,0.625
69,9.2.1,Maokai,57,Maokai,the Twisted Treant,"Maokai is a rageful, towering treant who fights the unnatural horrors of the Shadow Isles. He was twisted into a force of vengeance after a magical cataclysm destroyed his home, surviving undeath only through the Waters of Life infused within his...","{'full': 'Maokai.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 432, 'y': 0, 'w': 48, 'h': 48}",Mana,3,8,6,3,Tank,Mage,565.0,95.0,377.28,43.0,335.0,39.0,4.0,32.1,1.25,125.0,5.0,0.75,7.2,0.6,0.0,0.0,63.54,3.3,2.125,0.8
70,9.2.1,MasterYi,11,Master Yi,the Wuju Bladesman,"Master Yi has tempered his body and sharpened his mind, so that thought and action have become almost as one. Though he chooses to enter into violence only as a last resort, the grace and speed of his blade ensures resolution is always swift. As one of...","{'full': 'MasterYi.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 0, 'y': 48, 'w': 48, 'h': 48}",Mana,10,4,2,4,Assassin,Fighter,598.56,92.0,250.56,42.0,355.0,33.0,3.0,32.1,1.25,125.0,7.5,0.65,7.256,0.45,0.0,0.0,66.0,3.0,2.0,0.733
71,9.2.1,MissFortune,21,Miss Fortune,the Bounty Hunter,"A Bilgewater captain famed for her looks but feared for her ruthlessness, Sarah Fortune paints a stark figure among the hardened criminals of the port city. As a child, she witnessed the reaver king Gangplank murder her family—an act she brutally...","{'full': 'MissFortune.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 48, 'y': 48, 'w': 48, 'h': 48}",Mana,8,2,5,1,Marksman,,541.0,91.0,325.84,35.0,325.0,28.0,3.0,30.0,0.5,550.0,3.75,0.65,8.042,0.65,0.0,0.0,50.0,2.7,3.0,0.656
72,9.2.1,MonkeyKing,62,Wukong,the Monkey King,"Wukong is a vastayan trickster who uses his strength, agility, and intelligence to confuse his opponents and gain the upper hand. After finding a lifelong friend in the warrior known as Master Yi, Wukong became the last student of the ancient martial...","{'full': 'MonkeyKing.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 96, 'y': 48, 'w': 48, 'h': 48}",Mana,8,5,2,3,Fighter,Tank,577.8,85.0,265.84,38.0,345.0,34.0,3.5,32.1,1.25,175.0,6.0,0.65,8.042,0.65,0.0,0.0,68.0,4.0,3.0,0.711
73,9.2.1,Mordekaiser,82,Mordekaiser,the Iron Revenant,"The baleful revenant Mordekaiser is among the most terrifying and hateful spirits haunting the Shadow Isles. He has existed for countless centuries, shielded from true death by necromantic sorcery and the force of his own dark will. Those who dare face...","{'full': 'Mordekaiser.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 144, 'y': 48, 'w': 48, 'h': 48}",Shield,4,6,7,4,Fighter,,530.0,78.0,0.0,0.0,325.0,25.0,3.75,32.1,1.25,175.0,4.0,0.3,0.0,0.0,0.0,0.0,61.0,5.0,2.2,0.601
74,9.2.1,Morgana,25,Morgana,Fallen Angel,"Driven by vindictive obsession, Morgana is a potent mistress of suffering and the black arts. Once a being of grace and light, she was ripped from her kind during an ancient conflict that broke her soul, turning her into the cruel tormentor she is today...","{'full': 'Morgana.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 192, 'y': 48, 'w': 48, 'h': 48}",Mana,1,6,8,1,Mage,Support,559.48,90.0,340.8,60.0,335.0,25.384,3.8,30.0,0.5,450.0,5.5,0.6,11.0,0.4,0.0,0.0,55.46,3.5,1.53,0.625
75,9.2.1,Nami,267,Nami,the Tidecaller,"A headstrong young vastaya of the seas, Nami was the first of the Marai tribe to leave the waves and venture onto dry land, when their ancient accord with the Targonians was broken. With no other option, she took it upon herself to complete the sacred...","{'full': 'Nami.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 240, 'y': 48, 'w': 48, 'h': 48}",Mana,4,3,7,5,Support,Mage,489.32,74.0,377.24,43.0,335.0,29.0,4.0,30.0,0.5,550.0,5.5,0.55,11.5,0.4,0.0,0.0,51.208,3.1,2.61,0.644
76,9.2.1,Nasus,75,Nasus,the Curator of the Sands,"Nasus is an imposing, jackal-headed Ascended being from ancient Shurima, a heroic figure regarded as a demigod by the people of the desert. Fiercely intelligent, he was a guardian of knowledge and peerless strategist whose wisdom guided the ancient...","{'full': 'Nasus.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 288, 'y': 48, 'w': 48, 'h': 48}",Mana,7,5,6,6,Fighter,Tank,561.2,90.0,325.6,42.0,350.0,34.0,3.5,32.1,1.25,125.0,9.0,0.9,7.44,0.5,0.0,0.0,67.0,3.5,3.48,0.638
77,9.2.1,Nautilus,111,Nautilus,the Titan of the Depths,"A lonely legend as old as the first piers sunk in Bilgewater, the armored goliath known as Nautilus roams the dark waters off the coast of the Blue Flame Isles. Driven by a forgotten betrayal, he strikes without warning, swinging his enormous anchor to...","{'full': 'Nautilus.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 336, 'y': 48, 'w': 48, 'h': 48}",Mana,4,6,6,6,Tank,Fighter,576.48,86.0,400.0,47.0,325.0,35.46,3.75,32.1,1.25,175.0,8.5,0.55,8.626,0.5,0.0,0.0,61.0,3.3,1.0,0.706
78,9.2.1,Neeko,518,Neeko,the Curious Chameleon,"Hailing from a long lost tribe of vastaya, Neeko can blend into any crowd by borrowing the appearances of others, even absorbing something of their emotional state to tell friend from foe in an instant. No one is ever sure where—or who—Neeko might be...","{'full': 'Neeko.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 384, 'y': 48, 'w': 48, 'h': 48}",Mana,1,1,9,5,Mage,Support,540.0,90.0,450.0,30.0,340.0,21.0,4.0,30.0,0.5,550.0,7.5,0.75,7.0,0.7,0.0,0.0,52.0,3.0,3.5,0.645
79,9.2.1,Nidalee,76,Nidalee,the Bestial Huntress,"Raised in the deepest jungle, Nidalee is a master tracker who can shapeshift into a ferocious cougar at will. Neither wholly woman nor beast, she viciously defends her territory from any and all trespassers, with carefully placed traps and deft spear...","{'full': 'Nidalee.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 432, 'y': 48, 'w': 48, 'h': 48}",Mana,5,4,7,8,Assassin,Fighter,545.0,85.0,295.6,45.0,335.0,28.0,3.5,30.0,0.5,525.0,6.0,0.6,6.0,0.8,0.0,0.0,61.0,3.5,3.22,0.638
80,9.2.1,Nocturne,56,Nocturne,the Eternal Nightmare,"A demonic amalgamation drawn from the nightmares that haunt every sentient mind, the thing known as Nocturne has become a primordial force of pure evil. It is liquidly chaotic in aspect, a faceless shadow with cold eyes and armed with wicked-looking...","{'full': 'Nocturne.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 0, 'y': 96, 'w': 48, 'h': 48}",Mana,9,5,2,4,Assassin,Fighter,582.8,85.0,273.8,35.0,345.0,36.0,3.5,32.1,1.25,125.0,8.5,0.75,6.756,0.45,0.0,0.0,62.0,3.1,2.7,0.721
81,9.2.1,Nunu,20,Nunu & Willump,the Boy and His Yeti,"Once upon a time, there was a boy who wanted to prove he was a hero by slaying a fearsome monster—only to discover that the beast, a lonely and magical yeti, merely needed a friend. Bound together by ancient power and a shared love of snowballs, Nunu...","{'full': 'Nunu.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 48, 'y': 96, 'w': 48, 'h': 48}",Mana,4,6,7,4,Tank,Fighter,590.0,90.0,283.56,42.0,345.0,32.0,3.5,32.1,1.25,125.0,5.0,0.8,7.44,0.5,0.0,0.0,61.0,3.0,2.25,0.625
82,9.2.1,Olaf,2,Olaf,the Berserker,"An unstoppable force of destruction, the axe-wielding Olaf wants nothing but to die in glorious combat. Hailing from the brutal Freljordian peninsula of Lokfar, he once received a prophecy foretelling his peaceful passing—a coward's fate, and a great...","{'full': 'Olaf.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 96, 'y': 96, 'w': 48, 'h': 48}",Mana,9,5,3,3,Fighter,Tank,597.24,93.0,315.6,42.0,350.0,35.0,3.0,32.1,1.25,125.0,8.5,0.9,7.466,0.575,0.0,0.0,68.0,3.5,2.7,0.694
83,9.2.1,Orianna,61,Orianna,the Lady of Clockwork,"Once a curious girl of flesh and blood, Orianna is now a technological marvel comprised entirely of clockwork. She became gravely ill after an accident in the lower districts of Zaun, and her failing body had to be replaced with exquisite artifice...","{'full': 'Orianna.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 144, 'y': 96, 'w': 48, 'h': 48}",Mana,4,3,9,7,Mage,Support,530.0,91.0,418.0,25.0,325.0,17.04,3.0,26.0,0.5,525.0,7.0,0.55,8.0,0.8,0.0,0.0,40.368,2.6,3.5,0.658
84,9.2.1,Ornn,516,Ornn,The Fire below the Mountain,"Ornn is the Freljordian spirit of forging and craftsmanship. He works in the solitude of a massive smithy, hammered out from the lava caverns beneath the volcano Hearth-Home. There he stokes bubbling cauldrons of molten rock to purify ores and fashion...","{'full': 'Ornn.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 192, 'y': 96, 'w': 48, 'h': 48}",Mana,5,9,3,5,Tank,Fighter,590.0,95.0,340.6,45.0,335.0,36.0,4.0,32.1,1.25,175.0,9.0,0.9,8.01,0.6,0.0,0.0,69.0,3.5,2.0,0.625
85,9.2.1,Pantheon,80,Pantheon,the Artisan of War,"The peerless warrior known as Pantheon is a nigh-unstoppable paragon of battle. He was born among the Rakkor, a warlike people living on the flanks of Mount Targon, and after climbing the mountain's treacherous peak and being deemed worthy, he was...","{'full': 'Pantheon.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 240, 'y': 96, 'w': 48, 'h': 48}",Mana,9,4,3,4,Fighter,Assassin,579.16,87.0,317.12,31.0,355.0,37.0,3.9,32.1,1.25,150.0,8.0,0.65,7.356,0.45,0.0,0.0,64.0,2.9,2.95,0.696
86,9.2.1,Poppy,78,Poppy,Keeper of the Hammer,"Runeterra has no shortage of valiant champions, but few are as tenacious as Poppy. Bearing the legendary hammer of Orlon, a weapon twice her size, this determined yordle has spent untold years searching in secret for the fabled “Hero of Demacia,” said...","{'full': 'Poppy.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 288, 'y': 96, 'w': 48, 'h': 48}",Mana,6,7,2,6,Tank,Fighter,540.0,90.0,280.0,40.0,345.0,38.0,3.5,32.0,1.25,125.0,8.0,0.8,7.0,0.7,0.0,0.0,64.0,4.0,2.5,0.625
87,9.2.1,Pyke,555,Pyke,the Bloodharbor Ripper,"A renowned harpooner from the slaughter docks of Bilgewater, Pyke should have met his death in the belly of a gigantic jaull-fish… and yet, he returned. Now, stalking the dank alleys and backways of his former hometown, he uses his new supernatural...","{'full': 'Pyke.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 336, 'y': 96, 'w': 48, 'h': 48}",Mana,9,3,1,7,Support,Assassin,600.0,100.0,415.0,50.0,330.0,45.0,5.0,32.0,1.5,150.0,7.0,0.5,8.0,1.0,0.0,0.0,62.0,2.0,2.5,0.667
88,9.2.1,Quinn,133,Quinn,Demacia's Wings,"Quinn is an elite ranger-knight of Demacia, who undertakes dangerous missions deep in enemy territory. She and her legendary eagle, Valor, share an unbreakable bond, and their foes are often slain before they realize they are fighting not one, but two...","{'full': 'Quinn.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 384, 'y': 96, 'w': 48, 'h': 48}",Mana,9,4,2,5,Marksman,Fighter,532.8,85.0,268.8,35.0,335.0,28.0,3.5,30.0,0.5,525.0,5.5,0.55,6.972,0.4,0.0,0.0,59.0,2.4,3.1,0.668
89,9.2.1,Rakan,497,Rakan,The Charmer,"As mercurial as he is charming, Rakan is an infamous vastayan troublemaker and the greatest battle-dancer in Lhotlan tribal history. To the humans of the Ionian highlands, his name has long been synonymous with wild festivals, uncontrollable parties...","{'full': 'Rakan.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 432, 'y': 96, 'w': 48, 'h': 48}",Mana,2,4,8,5,Support,,480.0,85.0,315.0,50.0,335.0,29.0,3.9,30.0,0.5,300.0,5.0,0.5,8.75,0.5,0.0,0.0,70.0,3.5,3.0,0.635
90,9.2.1,Rammus,33,Rammus,the Armordillo,"Idolized by many, dismissed by some, mystifying to all, the curious being Rammus is an enigma. Protected by a spiked shell, he inspires increasingly disparate theories on his origin wherever he goes—from demigod, to sacred oracle, to a mere beast...","{'full': 'Rammus.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 0, 'y': 0, 'w': 48, 'h': 48}",Mana,4,10,5,5,Tank,Fighter,564.48,86.0,310.44,33.0,335.0,36.0,4.3,32.1,1.25,125.0,8.0,0.55,7.84,0.5,0.0,0.0,55.88,3.5,2.215,0.625
91,9.2.1,RekSai,421,Rek'Sai,the Void Burrower,"An apex predator, Rek'Sai is a merciless Void-spawn that tunnels beneath the ground to ambush and devour unsuspecting prey. Her insatiable hunger has laid waste to entire regions of the once-great empire of Shurima—merchants, traders, even armed...","{'full': 'RekSai.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 48, 'y': 0, 'w': 48, 'h': 48}",Fury,8,5,2,3,Fighter,,570.0,85.0,100.0,0.0,335.0,33.0,3.75,32.1,1.25,175.0,7.5,0.65,0.0,0.0,0.0,0.0,65.5,3.35,2.0,0.667
92,9.2.1,Renekton,58,Renekton,the Butcher of the Sands,"Renekton is a terrifying, rage-fueled Ascended being from the scorched deserts of Shurima. Once, he was his empire's most esteemed warrior, leading the nation's armies to countless victories. However, after the empire's fall, Renekton was entombed...","{'full': 'Renekton.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 96, 'y': 0, 'w': 48, 'h': 48}",Fury,8,5,2,3,Fighter,Tank,572.16,87.0,100.0,0.0,345.0,35.0,3.8,32.1,1.25,125.0,8.0,0.75,0.0,0.0,0.0,0.0,69.0,3.75,2.65,0.665
93,9.2.1,Rengar,107,Rengar,the Pridestalker,"Rengar is a ferocious vastayan trophy hunter who lives for the thrill of tracking down and killing dangerous creatures. He scours the world for the most fearsome beasts he can find, especially seeking any trace of Kha'Zix, the void creature who...","{'full': 'Rengar.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 144, 'y': 0, 'w': 48, 'h': 48}",Ferocity,7,4,2,8,Assassin,Fighter,585.0,90.0,4.0,0.0,345.0,34.0,3.0,32.1,1.25,125.0,7.0,0.5,0.0,0.0,0.0,0.0,68.0,3.0,3.0,0.667
94,9.2.1,Riven,92,Riven,the Exile,"Once a swordmaster in the warhosts of Noxus, Riven is an expatriate in a land she previously tried to conquer. She rose through the ranks on the strength of her conviction and brutal efficiency, and was rewarded with a legendary runic blade and a...","{'full': 'Riven.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 192, 'y': 0, 'w': 48, 'h': 48}",None,8,5,1,8,Fighter,Assassin,558.48,86.0,0.0,0.0,340.0,33.0,3.2,32.1,1.25,125.0,7.0,0.5,0.0,0.0,0.0,0.0,64.0,3.0,3.5,0.625
